,tgt_ret_1,tgt_ret_3,tgt_ret_5,tgt_cum_ret_5,tgt_cum_ret_10,tgt_sharpe_5,tgt_sharpe_10,tgt_profitable_long_3,tgt_profitable_long_5,tgt_profitable_short_3,tgt_profitable_short_5
graph_self_loop_ratio,0.01927649744060389,0.017359426938051925,0.01372159089794689,0.007857303936829929,0.008608986176964706,0.009027568214396986,0.0,0.002166917314497141,0.007739052878630748,0.004093141138201695,0.008285083681806249
graph_edge_count,0.0,0.0,0.001533603968102648,0.0,0.0006206934748047566,0.00490487015991925,0.0,0.0037614433937398495,0.008164418348707958,0.0006303273838845769,0.012260149026320555
graph_edge_density,0.00023148361663904993,0.0,0.0013112872924134766,0.0,0.0005296187935663887,0.004821385035450598,0.0,0.006227377911203202,0.004915708737764479,0.0024824158968974608,0.005132657852189748
graph_asymmetry,0.02817178621407912,0.015048250478690406,0.007643551863248277,0.02127668618901346,0.002292404642170176,0.0,0.008339955231761564,0.0006160035536231234,0.012417220169570253,0.0021715198532041846,0.010702328836679431
price_level_recurrence,0.0,0.0,0.00012067808020899129,1.9984014443252818e-15,1.9984014443252818e-15,1.9984014443252818e-15,1.9984014443252818e-15,0.009789466152601012,0.005771322916493737,0.007019358539280596,0.005015619659325399
avg_visits_per_level,0.04756099588307716,0.014969541959845678,0.005824244596175809,0.01503476405603088,0.033738188228728205,0.0,0.0,0.0,0.007535813571778238,0.0,0.004833422164495005
max_visits_level,0.03714542166252244,0.015944856137565466,0.0,0.013508015854548638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hurst_regime,0.0,0.006641720801996875,0.0,0.0,0.0,0.018046947948428205,0.0,0.0,0.0,0.004289413695761635,0.0013623449203841176
lyapunov_exponent,0.014100994533550626,0.011429668119329328,0.01900436647349224,0.0,0.0,0.0,0.0045709639466844365,0.009132899268289307,0.005687252492711625,0.005269979858597118,0.008169864506572644
rqa_recurrence_rate,0.017052248321066443,0.012081648584977955,0.007742771584036134,0.018292706954706084,0.0014758597544926033,0.004289142091039366,0.0024308340364935788,0.0,0.0,0.0,0.0
rqa_determinism,0.0,0.02048969378668808,0.0,0.009170962675915106,0.0054929589964558545,0.004305942862049328,0.003056049752099277,0.001504028768104071,0.0028926416349968065,0.0,0.0018751212795788952
wavelet_energy_s1,0.0,0.0,0.012714035148540859,0.02215797490507576,0.021282693557685306,0.013229790008786324,0.01173993252038219,0.002963365662679518,0.0,0.0006991585700175662,0.0
wavelet_energy_s2,0.0050873546689453875,0.009662721857542245,0.0,0.0033547641040723164,0.0070501534381461894,0.007147113586044362,0.0008526062494071951,0.0,0.008325287305651408,0.0,0.006462908164885484
wavelet_energy_s3,0.00915544848053429,0.007824955795340927,0.009437376431299604,0.0011440280982437656,0.004051813835955542,0.018210908522597435,0.0006313349253597167,0.006529603344624935,0.0005817608190770152,0.005574983069910555,0.0
wavelet_energy_s4,0.0,0.002307323828036445,0.0,0.014891056334049857,0.0031469533866115285,0.003976612084430009,0.0,0.0028792819000522663,0.0,0.002805829316600228,0.0
wavelet_energy_s5,0.0013479941607004164,0.0,0.0,0.009394641579752339,0.013020388676755701,0.007804776493192556,0.0,2.597498237033591e-05,0.0,0.0,0.0
wavelet_hf_lf_ratio,0.0006671483342053364,0.0,0.015157550494905081,0.016354097222947672,0.008413487367898043,0.007830601523927783,0.008427841270687964,0.0,0.0,0.0,0.0
wavelet_entropy,0.005066449683463148,0.0034322235340642493,0.016079946541403878,0.02380436727269153,0.018853234242899752,0.0,0.0,0.0,0.0,0.0,0.0
