test_day,train_start_day,train_end_day,variant,events,pair_net_15m_bps,pair_net_max_15m_bps,pair_win_15m,pair_win_max_15m,gap_close_15m_bps
2025-11-23,2025-10-24,2025-11-22,active_baseline,125.0,8.079331847987312,24.73532461170846,0.704,0.968,16.07933184798731
2025-11-23,2025-10-24,2025-11-22,active_state_top_quantile,47.0,8.518170198877401,22.56489584620081,0.7659574468085106,0.9787234042553191,16.518170198877407
2025-11-23,2025-10-24,2025-11-22,active_model_top_quantile,64.0,12.846009523524996,32.69956419594894,0.796875,1.0,20.846009523524998
2025-11-24,2025-10-25,2025-11-23,active_baseline,135.0,5.2190136201525705,24.5005554241954,0.6962962962962963,1.0,13.219013620152571
2025-11-24,2025-10-25,2025-11-23,active_state_top_quantile,47.0,7.214495447124876,26.016337437448197,0.8297872340425532,1.0,15.214495447124873
2025-11-24,2025-10-25,2025-11-23,active_model_top_quantile,60.0,6.047885749791581,33.296680591563366,0.7,1.0,14.047885749791583
2025-11-25,2025-10-26,2025-11-24,active_baseline,150.0,6.167182374473104,21.17688696407381,0.6666666666666666,0.9533333333333334,14.167182374473105
2025-11-25,2025-10-26,2025-11-24,active_state_top_quantile,68.0,8.087619777010534,22.770833286829372,0.7352941176470589,1.0,16.087619777010534
2025-11-25,2025-10-26,2025-11-24,active_model_top_quantile,56.0,11.864473770800105,31.835338396166232,0.8392857142857143,1.0,19.8644737708001
2025-11-26,2025-10-27,2025-11-25,active_baseline,149.0,5.2860074819383245,19.36672964828272,0.6577181208053692,0.9261744966442953,13.286007481938325
2025-11-26,2025-10-27,2025-11-25,active_state_top_quantile,50.0,6.5652040430787055,22.14874139314108,0.78,1.0,14.565204043078706
2025-11-26,2025-10-27,2025-11-25,active_model_top_quantile,51.0,12.402216056962516,32.27727426125689,0.8627450980392157,1.0,20.402216056962512
2025-11-27,2025-10-28,2025-11-26,active_baseline,118.0,7.952725597167566,22.745578430905574,0.6694915254237288,1.0,15.95272559716757
