test_day,train_start_day,train_end_day,symbol,rank,train_events,mean_edge_bps,positive_day_share,selection_score,was_active_prev_day
2026-03-02,2026-01-31,2026-03-01,AEROUSDT,6,260.0,3.0278952241690527,0.9333333333333333,4.7341691279661795,True
2026-03-02,2026-01-31,2026-03-01,JTOUSDT,8,79.0,3.6771768122266253,0.8333333333333334,3.5247761227492638,False
2026-03-03,2026-02-01,2026-03-02,DYDXUSDT,1,676.0,45.02364302955505,1.0,24.08211615375564,True
2026-03-03,2026-02-01,2026-03-02,CRVUSDT,2,677.0,16.648819624338053,0.9666666666666667,13.519797323129064,True
2026-03-03,2026-02-01,2026-03-02,ATHUSDT,5,377.0,5.5284613061526215,1.0,8.346617224942854,True
2026-03-03,2026-02-01,2026-03-02,GALAUSDT,3,648.0,9.332706889435025,1.0,12.746534791763281,True
2026-03-03,2026-02-01,2026-03-02,GIGGLEUSDT,4,268.0,6.890697930009523,1.0,8.894490307936298,True
2026-03-03,2026-02-01,2026-03-02,AEROUSDT,6,273.0,3.163537848398188,0.9333333333333333,4.936928388113537,True
2026-03-03,2026-02-01,2026-03-02,JTOUSDT,11,82.0,3.4807573524216293,0.7894736842105263,3.033820271031383,True
2026-03-03,2026-02-01,2026-03-02,CHZUSDT,7,190.0,3.0836261849785243,0.9285714285714286,4.468136729191094,False
2026-03-04,2026-02-02,2026-03-03,DYDXUSDT,1,675.0,46.14157528760678,1.0,25.708214532661433,True
2026-03-04,2026-02-02,2026-03-03,CRVUSDT,3,677.0,16.821642041543278,0.9666666666666667,13.625598423514433,True
2026-03-04,2026-02-02,2026-03-03,ATHUSDT,5,364.0,5.4426683696860945,1.0,8.212406695123216,True
2026-03-04,2026-02-02,2026-03-03,GALAUSDT,2,647.0,9.80059400416629,1.0,13.72070068415316,True
2026-03-04,2026-02-02,2026-03-03,GIGGLEUSDT,4,264.0,6.967150519438536,1.0,8.618626445670335,True
2026-03-04,2026-02-02,2026-03-03,AEROUSDT,6,277.0,3.1836952373836205,0.9333333333333333,4.9770373029204835,True
