a,b,c,cancel_delay_s,fee_model,slip_entry_bp,slip_exit_bp,split,n_signals,n_trades,trigger_rate,net_mean_bp,net_median_bp,net_total_bp,gross_mean_bp,pf,hit_rate_tp,pct_sl,pct_time,pct_double,max_dd_bp,p5_net_bp,p95_net_bp,weeks_positive,weeks_total,mean_time_to_entry_min,mean_time_in_trade_min,mean_MAE_bp,mean_MFE_bp
1.2000,3,1.5000,60,M,10,10,test_fwd,1353,50,0.0370,86.5259,-81.9803,4326.2943,125.7459,1.5255,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1931.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,1.5000,60,M,10,10,test_rev,988,51,0.0516,-30.4102,-54.1924,-1550.9212,9.3349,0.7957,0.0196,0.0392,0.9412,0.0000,-3328.7170,-558.8304,508.8046,1,4,946.3725,451.1961,-265.6091,451.6513
1.2000,3,1.5000,60,T,0,0,test_fwd,1353,50,0.0370,105.7459,-61.9803,5287.2943,125.7459,1.6958,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1938.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,1.5000,60,T,0,0,test_rev,988,51,0.0516,-10.6651,-34.1924,-543.9212,9.3349,0.9217,0.0196,0.0392,0.9412,0.0000,-2883.2760,-538.8304,528.8046,1,4,946.3725,451.1961,-265.6091,451.6513
1.2000,3,1.5000,60,T,5,5,test_fwd,1353,50,0.0370,95.7459,-71.9803,4787.2943,125.7459,1.6050,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1928.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,1.5000,60,T,5,5,test_rev,988,51,0.0516,-20.6651,-44.1924,-1053.9212,9.3349,0.8549,0.0196,0.0392,0.9412,0.0000,-3103.2760,-548.8304,518.8046,1,4,946.3725,451.1961,-265.6091,451.6513
1.2000,3,1.5000,60,T,10,10,test_fwd,1353,50,0.0370,85.7459,-81.9803,4287.2943,125.7459,1.5207,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1918.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,1.5000,60,T,10,10,test_rev,988,51,0.0516,-30.6651,-54.1924,-1563.9212,9.3349,0.7940,0.0196,0.0392,0.9412,0.0000,-3328.7170,-558.8304,508.8046,1,4,946.3725,451.1961,-265.6091,451.6513
1.2000,3,1.5000,300,M,0,0,test_fwd,1353,50,0.0370,106.2259,-61.9803,5311.2943,125.7459,1.6990,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1946.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,1.5000,300,M,0,0,test_rev,988,51,0.0516,-10.5083,-34.1924,-535.9212,9.3349,0.9228,0.0196,0.0392,0.9412,0.0000,-2883.2760,-538.8304,528.8046,1,4,946.3725,451.1961,-265.6091,451.6513
1.2000,3,1.5000,300,M,5,5,test_fwd,1353,50,0.0370,96.3759,-71.9803,4818.7943,125.7459,1.6090,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1938.8102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,1.5000,300,M,5,5,test_rev,988,51,0.0516,-20.4592,-44.1924,-1043.4212,9.3349,0.8564,0.0196,0.0392,0.9412,0.0000,-3103.2760,-548.8304,518.8046,1,4,946.3725,451.1961,-265.6091,451.6513
1.2000,3,1.5000,300,M,10,10,test_fwd,1353,50,0.0370,86.5259,-81.9803,4326.2943,125.7459,1.5255,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1931.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,1.5000,300,M,10,10,test_rev,988,51,0.0516,-30.4102,-54.1924,-1550.9212,9.3349,0.7957,0.0196,0.0392,0.9412,0.0000,-3328.7170,-558.8304,508.8046,1,4,946.3725,451.1961,-265.6091,451.6513
1.2000,3,1.5000,300,T,0,0,test_fwd,1353,50,0.0370,105.7459,-61.9803,5287.2943,125.7459,1.6958,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1938.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,1.5000,300,T,0,0,test_rev,988,51,0.0516,-10.6651,-34.1924,-543.9212,9.3349,0.9217,0.0196,0.0392,0.9412,0.0000,-2883.2760,-538.8304,528.8046,1,4,946.3725,451.1961,-265.6091,451.6513
1.2000,3,1.5000,300,T,5,5,test_fwd,1353,50,0.0370,95.7459,-71.9803,4787.2943,125.7459,1.6050,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1928.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,1.5000,300,T,5,5,test_rev,988,51,0.0516,-20.6651,-44.1924,-1053.9212,9.3349,0.8549,0.0196,0.0392,0.9412,0.0000,-3103.2760,-548.8304,518.8046,1,4,946.3725,451.1961,-265.6091,451.6513
1.2000,3,1.5000,300,T,10,10,test_fwd,1353,50,0.0370,85.7459,-81.9803,4287.2943,125.7459,1.5207,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1918.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,1.5000,300,T,10,10,test_rev,988,51,0.0516,-30.6651,-54.1924,-1563.9212,9.3349,0.7940,0.0196,0.0392,0.9412,0.0000,-3328.7170,-558.8304,508.8046,1,4,946.3725,451.1961,-265.6091,451.6513
1.2000,3,2.0000,0,M,0,0,test_fwd,1353,50,0.0370,106.2259,-61.9803,5311.2943,125.7459,1.6990,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1946.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,0,M,0,0,test_rev,988,51,0.0516,-5.3479,-34.1924,-272.7439,14.4952,0.9592,0.0196,0.0196,0.9608,0.0000,-2620.0988,-594.1245,528.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,0,M,5,5,test_fwd,1353,50,0.0370,96.3759,-71.9803,4818.7943,125.7459,1.6090,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1938.8102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,0,M,5,5,test_rev,988,51,0.0516,-15.2989,-44.1924,-780.2439,14.4952,0.8886,0.0196,0.0196,0.9608,0.0000,-2840.0988,-604.1245,518.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,0,M,10,10,test_fwd,1353,50,0.0370,86.5259,-81.9803,4326.2943,125.7459,1.5255,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1931.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,0,M,10,10,test_rev,988,51,0.0516,-25.2499,-54.1924,-1287.7439,14.4952,0.8243,0.0196,0.0196,0.9608,0.0000,-3065.5397,-614.1245,508.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,0,T,0,0,test_fwd,1353,50,0.0370,105.7459,-61.9803,5287.2943,125.7459,1.6958,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1938.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,0,T,0,0,test_rev,988,51,0.0516,-5.5048,-34.1924,-280.7439,14.4952,0.9580,0.0196,0.0196,0.9608,0.0000,-2620.0988,-594.1245,528.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,0,T,5,5,test_fwd,1353,50,0.0370,95.7459,-71.9803,4787.2943,125.7459,1.6050,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1928.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,0,T,5,5,test_rev,988,51,0.0516,-15.5048,-44.1924,-790.7439,14.4952,0.8871,0.0196,0.0196,0.9608,0.0000,-2840.0988,-604.1245,518.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,0,T,10,10,test_fwd,1353,50,0.0370,85.7459,-81.9803,4287.2943,125.7459,1.5207,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1918.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,0,T,10,10,test_rev,988,51,0.0516,-25.5048,-54.1924,-1300.7439,14.4952,0.8225,0.0196,0.0196,0.9608,0.0000,-3065.5397,-614.1245,508.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,60,M,0,0,test_fwd,1353,50,0.0370,106.2259,-61.9803,5311.2943,125.7459,1.6990,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1946.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,60,M,0,0,test_rev,988,51,0.0516,-5.3479,-34.1924,-272.7439,14.4952,0.9592,0.0196,0.0196,0.9608,0.0000,-2620.0988,-594.1245,528.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,60,M,5,5,test_fwd,1353,50,0.0370,96.3759,-71.9803,4818.7943,125.7459,1.6090,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1938.8102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,60,M,5,5,test_rev,988,51,0.0516,-15.2989,-44.1924,-780.2439,14.4952,0.8886,0.0196,0.0196,0.9608,0.0000,-2840.0988,-604.1245,518.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,60,M,10,10,test_fwd,1353,50,0.0370,86.5259,-81.9803,4326.2943,125.7459,1.5255,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1931.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,60,M,10,10,test_rev,988,51,0.0516,-25.2499,-54.1924,-1287.7439,14.4952,0.8243,0.0196,0.0196,0.9608,0.0000,-3065.5397,-614.1245,508.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,60,T,0,0,test_fwd,1353,50,0.0370,105.7459,-61.9803,5287.2943,125.7459,1.6958,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1938.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,60,T,0,0,test_rev,988,51,0.0516,-5.5048,-34.1924,-280.7439,14.4952,0.9580,0.0196,0.0196,0.9608,0.0000,-2620.0988,-594.1245,528.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,60,T,5,5,test_fwd,1353,50,0.0370,95.7459,-71.9803,4787.2943,125.7459,1.6050,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1928.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,60,T,5,5,test_rev,988,51,0.0516,-15.5048,-44.1924,-790.7439,14.4952,0.8871,0.0196,0.0196,0.9608,0.0000,-2840.0988,-604.1245,518.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,60,T,10,10,test_fwd,1353,50,0.0370,85.7459,-81.9803,4287.2943,125.7459,1.5207,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1918.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,60,T,10,10,test_rev,988,51,0.0516,-25.5048,-54.1924,-1300.7439,14.4952,0.8225,0.0196,0.0196,0.9608,0.0000,-3065.5397,-614.1245,508.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,300,M,0,0,test_fwd,1353,50,0.0370,106.2259,-61.9803,5311.2943,125.7459,1.6990,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1946.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,300,M,0,0,test_rev,988,51,0.0516,-5.3479,-34.1924,-272.7439,14.4952,0.9592,0.0196,0.0196,0.9608,0.0000,-2620.0988,-594.1245,528.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,300,M,5,5,test_fwd,1353,50,0.0370,96.3759,-71.9803,4818.7943,125.7459,1.6090,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1938.8102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,300,M,5,5,test_rev,988,51,0.0516,-15.2989,-44.1924,-780.2439,14.4952,0.8886,0.0196,0.0196,0.9608,0.0000,-2840.0988,-604.1245,518.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,300,M,10,10,test_fwd,1353,50,0.0370,86.5259,-81.9803,4326.2943,125.7459,1.5255,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1931.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,300,M,10,10,test_rev,988,51,0.0516,-25.2499,-54.1924,-1287.7439,14.4952,0.8243,0.0196,0.0196,0.9608,0.0000,-3065.5397,-614.1245,508.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,300,T,0,0,test_fwd,1353,50,0.0370,105.7459,-61.9803,5287.2943,125.7459,1.6958,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1938.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,300,T,0,0,test_rev,988,51,0.0516,-5.5048,-34.1924,-280.7439,14.4952,0.9580,0.0196,0.0196,0.9608,0.0000,-2620.0988,-594.1245,528.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,300,T,5,5,test_fwd,1353,50,0.0370,95.7459,-71.9803,4787.2943,125.7459,1.6050,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1928.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,300,T,5,5,test_rev,988,51,0.0516,-15.5048,-44.1924,-790.7439,14.4952,0.8871,0.0196,0.0196,0.9608,0.0000,-2840.0988,-604.1245,518.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.0000,300,T,10,10,test_fwd,1353,50,0.0370,85.7459,-81.9803,4287.2943,125.7459,1.5207,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1918.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.0000,300,T,10,10,test_rev,988,51,0.0516,-25.5048,-54.1924,-1300.7439,14.4952,0.8225,0.0196,0.0196,0.9608,0.0000,-3065.5397,-614.1245,508.8046,1,4,946.3725,465.7059,-266.9190,453.7967
1.2000,3,2.5000,0,M,0,0,test_fwd,1353,50,0.0370,106.2259,-61.9803,5311.2943,125.7459,1.6990,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1946.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,0,M,0,0,test_rev,988,51,0.0516,-5.5616,-34.1924,-283.6400,14.2816,0.9576,0.0196,0.0000,0.9804,0.0000,-2630.9948,-594.1245,528.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,0,M,5,5,test_fwd,1353,50,0.0370,96.3759,-71.9803,4818.7943,125.7459,1.6090,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1938.8102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,0,M,5,5,test_rev,988,51,0.0516,-15.5125,-44.1924,-791.1400,14.2816,0.8872,0.0196,0.0000,0.9804,0.0000,-2850.9948,-604.1245,518.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,0,M,10,10,test_fwd,1353,50,0.0370,86.5259,-81.9803,4326.2943,125.7459,1.5255,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1931.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,0,M,10,10,test_rev,988,51,0.0516,-25.4635,-54.1924,-1298.6400,14.2816,0.8231,0.0196,0.0000,0.9804,0.0000,-3076.4358,-614.1245,508.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,0,T,0,0,test_fwd,1353,50,0.0370,105.7459,-61.9803,5287.2943,125.7459,1.6958,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1938.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,0,T,0,0,test_rev,988,51,0.0516,-5.7184,-34.1924,-291.6400,14.2816,0.9564,0.0196,0.0000,0.9804,0.0000,-2630.9948,-594.1245,528.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,0,T,5,5,test_fwd,1353,50,0.0370,95.7459,-71.9803,4787.2943,125.7459,1.6050,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1928.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,0,T,5,5,test_rev,988,51,0.0516,-15.7184,-44.1924,-801.6400,14.2816,0.8857,0.0196,0.0000,0.9804,0.0000,-2850.9948,-604.1245,518.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,0,T,10,10,test_fwd,1353,50,0.0370,85.7459,-81.9803,4287.2943,125.7459,1.5207,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1918.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,0,T,10,10,test_rev,988,51,0.0516,-25.7184,-54.1924,-1311.6400,14.2816,0.8213,0.0196,0.0000,0.9804,0.0000,-3076.4358,-614.1245,508.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,60,M,0,0,test_fwd,1353,50,0.0370,106.2259,-61.9803,5311.2943,125.7459,1.6990,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1946.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,60,M,0,0,test_rev,988,51,0.0516,-5.5616,-34.1924,-283.6400,14.2816,0.9576,0.0196,0.0000,0.9804,0.0000,-2630.9948,-594.1245,528.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,60,M,5,5,test_fwd,1353,50,0.0370,96.3759,-71.9803,4818.7943,125.7459,1.6090,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1938.8102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,60,M,5,5,test_rev,988,51,0.0516,-15.5125,-44.1924,-791.1400,14.2816,0.8872,0.0196,0.0000,0.9804,0.0000,-2850.9948,-604.1245,518.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,60,M,10,10,test_fwd,1353,50,0.0370,86.5259,-81.9803,4326.2943,125.7459,1.5255,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1931.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,60,M,10,10,test_rev,988,51,0.0516,-25.4635,-54.1924,-1298.6400,14.2816,0.8231,0.0196,0.0000,0.9804,0.0000,-3076.4358,-614.1245,508.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,60,T,0,0,test_fwd,1353,50,0.0370,105.7459,-61.9803,5287.2943,125.7459,1.6958,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1938.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,60,T,0,0,test_rev,988,51,0.0516,-5.7184,-34.1924,-291.6400,14.2816,0.9564,0.0196,0.0000,0.9804,0.0000,-2630.9948,-594.1245,528.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,60,T,5,5,test_fwd,1353,50,0.0370,95.7459,-71.9803,4787.2943,125.7459,1.6050,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1928.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,60,T,5,5,test_rev,988,51,0.0516,-15.7184,-44.1924,-801.6400,14.2816,0.8857,0.0196,0.0000,0.9804,0.0000,-2850.9948,-604.1245,518.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,60,T,10,10,test_fwd,1353,50,0.0370,85.7459,-81.9803,4287.2943,125.7459,1.5207,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1918.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,60,T,10,10,test_rev,988,51,0.0516,-25.7184,-54.1924,-1311.6400,14.2816,0.8213,0.0196,0.0000,0.9804,0.0000,-3076.4358,-614.1245,508.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,300,M,0,0,test_fwd,1353,50,0.0370,106.2259,-61.9803,5311.2943,125.7459,1.6990,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1946.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,300,M,0,0,test_rev,988,51,0.0516,-5.5616,-34.1924,-283.6400,14.2816,0.9576,0.0196,0.0000,0.9804,0.0000,-2630.9948,-594.1245,528.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,300,M,5,5,test_fwd,1353,50,0.0370,96.3759,-71.9803,4818.7943,125.7459,1.6090,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1938.8102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,300,M,5,5,test_rev,988,51,0.0516,-15.5125,-44.1924,-791.1400,14.2816,0.8872,0.0196,0.0000,0.9804,0.0000,-2850.9948,-604.1245,518.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,300,M,10,10,test_fwd,1353,50,0.0370,86.5259,-81.9803,4326.2943,125.7459,1.5255,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1931.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,300,M,10,10,test_rev,988,51,0.0516,-25.4635,-54.1924,-1298.6400,14.2816,0.8231,0.0196,0.0000,0.9804,0.0000,-3076.4358,-614.1245,508.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,300,T,0,0,test_fwd,1353,50,0.0370,105.7459,-61.9803,5287.2943,125.7459,1.6958,0.0600,0.0000,0.9400,0.0000,-2764.5130,-631.8682,1938.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,300,T,0,0,test_rev,988,51,0.0516,-5.7184,-34.1924,-291.6400,14.2816,0.9564,0.0196,0.0000,0.9804,0.0000,-2630.9948,-594.1245,528.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,300,T,5,5,test_fwd,1353,50,0.0370,95.7459,-71.9803,4787.2943,125.7459,1.6050,0.0600,0.0000,0.9400,0.0000,-2914.5130,-641.8682,1928.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,300,T,5,5,test_rev,988,51,0.0516,-15.7184,-44.1924,-801.6400,14.2816,0.8857,0.0196,0.0000,0.9804,0.0000,-2850.9948,-604.1245,518.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,3,2.5000,300,T,10,10,test_fwd,1353,50,0.0370,85.7459,-81.9803,4287.2943,125.7459,1.5207,0.0600,0.0000,0.9400,0.0000,-3064.5130,-651.8682,1918.3102,4,4,846.1400,568.0400,-292.3008,479.9294
1.2000,3,2.5000,300,T,10,10,test_rev,988,51,0.0516,-25.7184,-54.1924,-1311.6400,14.2816,0.8213,0.0196,0.0000,0.9804,0.0000,-3076.4358,-614.1245,508.8046,1,4,946.3725,482.3725,-269.4180,453.7967
1.2000,4,1.5000,0,M,0,0,test_fwd,1353,50,0.0370,99.3772,-61.9803,4968.8602,119.2172,1.6539,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,0,M,0,0,test_rev,988,51,0.0516,-21.6459,-34.1924,-1103.9386,-1.6459,0.8410,0.0000,0.0392,0.9608,0.0000,-2883.2760,-538.8304,528.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,0,M,5,5,test_fwd,1353,50,0.0370,89.4272,-71.9803,4471.3602,119.2172,1.5651,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,0,M,5,5,test_rev,988,51,0.0516,-31.6459,-44.1924,-1613.9386,-1.6459,0.7778,0.0000,0.0392,0.9608,0.0000,-3103.2760,-548.8304,518.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,0,M,10,10,test_fwd,1353,50,0.0370,79.4772,-81.9803,3973.8602,119.2172,1.4827,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,0,M,10,10,test_rev,988,51,0.0516,-41.6459,-54.1924,-2123.9386,-1.6459,0.7202,0.0000,0.0392,0.9608,0.0000,-3328.7170,-558.8304,508.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,0,T,0,0,test_fwd,1353,50,0.0370,99.2172,-61.9803,4960.8602,119.2172,1.6529,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,0,T,0,0,test_rev,988,51,0.0516,-21.6459,-34.1924,-1103.9386,-1.6459,0.8410,0.0000,0.0392,0.9608,0.0000,-2883.2760,-538.8304,528.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,0,T,5,5,test_fwd,1353,50,0.0370,89.2172,-71.9803,4460.8602,119.2172,1.5637,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,0,T,5,5,test_rev,988,51,0.0516,-31.6459,-44.1924,-1613.9386,-1.6459,0.7778,0.0000,0.0392,0.9608,0.0000,-3103.2760,-548.8304,518.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,0,T,10,10,test_fwd,1353,50,0.0370,79.2172,-81.9803,3960.8602,119.2172,1.4811,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,0,T,10,10,test_rev,988,51,0.0516,-41.6459,-54.1924,-2123.9386,-1.6459,0.7202,0.0000,0.0392,0.9608,0.0000,-3328.7170,-558.8304,508.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,60,M,0,0,test_fwd,1353,50,0.0370,99.3772,-61.9803,4968.8602,119.2172,1.6539,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,60,M,0,0,test_rev,988,51,0.0516,-21.6459,-34.1924,-1103.9386,-1.6459,0.8410,0.0000,0.0392,0.9608,0.0000,-2883.2760,-538.8304,528.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,60,M,5,5,test_fwd,1353,50,0.0370,89.4272,-71.9803,4471.3602,119.2172,1.5651,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,60,M,5,5,test_rev,988,51,0.0516,-31.6459,-44.1924,-1613.9386,-1.6459,0.7778,0.0000,0.0392,0.9608,0.0000,-3103.2760,-548.8304,518.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,60,M,10,10,test_fwd,1353,50,0.0370,79.4772,-81.9803,3973.8602,119.2172,1.4827,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
