a,b,c,cancel_delay_s,fee_model,slip_entry_bp,slip_exit_bp,split,n_signals,n_trades,trigger_rate,net_mean_bp,net_median_bp,net_total_bp,gross_mean_bp,pf,hit_rate_tp,pct_sl,pct_time,pct_double,max_dd_bp,p5_net_bp,p95_net_bp,weeks_positive,weeks_total,mean_time_to_entry_min,mean_time_in_trade_min,mean_MAE_bp,mean_MFE_bp
0.8000,4,1.5000,0,M,0,0,test_rev,700,83,0.1186,11.5558,-11.4303,959.1351,31.5558,1.0956,0.0000,0.0241,0.9759,0.0000,-3854.4054,-539.1328,715.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,0,M,5,5,test_fwd,907,89,0.0981,29.5342,-25.1121,2628.5406,59.4162,1.1693,0.0112,0.0225,0.9663,0.0000,-3770.8508,-869.9154,892.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,0,M,5,5,test_rev,700,83,0.1186,1.5558,-21.4303,129.1351,31.5558,1.0123,0.0000,0.0241,0.9759,0.0000,-4214.4054,-549.1328,705.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,0,M,10,10,test_fwd,907,89,0.0981,19.5623,-35.1121,1741.0406,59.4162,1.1086,0.0112,0.0225,0.9663,0.0000,-4298.3508,-879.9154,882.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,0,M,10,10,test_rev,700,83,0.1186,-8.4442,-31.4303,-700.8649,31.5558,0.9360,0.0000,0.0241,0.9759,0.0000,-4574.4054,-559.1328,695.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,0,T,0,0,test_fwd,907,89,0.0981,39.4162,-15.1121,3508.0406,59.4162,1.2333,0.0112,0.0225,0.9663,0.0000,-3286.6533,-859.9154,902.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,0,T,0,0,test_rev,700,83,0.1186,11.5558,-11.4303,959.1351,31.5558,1.0956,0.0000,0.0241,0.9759,0.0000,-3854.4054,-539.1328,715.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,0,T,5,5,test_fwd,907,89,0.0981,29.4162,-25.1121,2618.0406,59.4162,1.1686,0.0112,0.0225,0.9663,0.0000,-3781.3508,-869.9154,892.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,0,T,5,5,test_rev,700,83,0.1186,1.5558,-21.4303,129.1351,31.5558,1.0123,0.0000,0.0241,0.9759,0.0000,-4214.4054,-549.1328,705.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,0,T,10,10,test_fwd,907,89,0.0981,19.4162,-35.1121,1728.0406,59.4162,1.1077,0.0112,0.0225,0.9663,0.0000,-4311.3508,-879.9154,882.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,0,T,10,10,test_rev,700,83,0.1186,-8.4442,-31.4303,-700.8649,31.5558,0.9360,0.0000,0.0241,0.9759,0.0000,-4574.4054,-559.1328,695.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,60,M,0,0,test_fwd,907,89,0.0981,39.5061,-15.1121,3516.0406,59.4162,1.2338,0.0112,0.0225,0.9663,0.0000,-3286.6533,-859.9154,902.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,60,M,0,0,test_rev,700,83,0.1186,11.5558,-11.4303,959.1351,31.5558,1.0956,0.0000,0.0241,0.9759,0.0000,-3854.4054,-539.1328,715.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,60,M,5,5,test_fwd,907,89,0.0981,29.5342,-25.1121,2628.5406,59.4162,1.1693,0.0112,0.0225,0.9663,0.0000,-3770.8508,-869.9154,892.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,60,M,5,5,test_rev,700,83,0.1186,1.5558,-21.4303,129.1351,31.5558,1.0123,0.0000,0.0241,0.9759,0.0000,-4214.4054,-549.1328,705.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,60,M,10,10,test_fwd,907,89,0.0981,19.5623,-35.1121,1741.0406,59.4162,1.1086,0.0112,0.0225,0.9663,0.0000,-4298.3508,-879.9154,882.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,60,M,10,10,test_rev,700,83,0.1186,-8.4442,-31.4303,-700.8649,31.5558,0.9360,0.0000,0.0241,0.9759,0.0000,-4574.4054,-559.1328,695.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,60,T,0,0,test_fwd,907,89,0.0981,39.4162,-15.1121,3508.0406,59.4162,1.2333,0.0112,0.0225,0.9663,0.0000,-3286.6533,-859.9154,902.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,60,T,0,0,test_rev,700,83,0.1186,11.5558,-11.4303,959.1351,31.5558,1.0956,0.0000,0.0241,0.9759,0.0000,-3854.4054,-539.1328,715.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,60,T,5,5,test_fwd,907,89,0.0981,29.4162,-25.1121,2618.0406,59.4162,1.1686,0.0112,0.0225,0.9663,0.0000,-3781.3508,-869.9154,892.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,60,T,5,5,test_rev,700,83,0.1186,1.5558,-21.4303,129.1351,31.5558,1.0123,0.0000,0.0241,0.9759,0.0000,-4214.4054,-549.1328,705.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,60,T,10,10,test_fwd,907,89,0.0981,19.4162,-35.1121,1728.0406,59.4162,1.1077,0.0112,0.0225,0.9663,0.0000,-4311.3508,-879.9154,882.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,60,T,10,10,test_rev,700,83,0.1186,-8.4442,-31.4303,-700.8649,31.5558,0.9360,0.0000,0.0241,0.9759,0.0000,-4574.4054,-559.1328,695.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,300,M,0,0,test_fwd,907,89,0.0981,39.5061,-15.1121,3516.0406,59.4162,1.2338,0.0112,0.0225,0.9663,0.0000,-3286.6533,-859.9154,902.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,300,M,0,0,test_rev,700,83,0.1186,11.5558,-11.4303,959.1351,31.5558,1.0956,0.0000,0.0241,0.9759,0.0000,-3854.4054,-539.1328,715.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,300,M,5,5,test_fwd,907,89,0.0981,29.5342,-25.1121,2628.5406,59.4162,1.1693,0.0112,0.0225,0.9663,0.0000,-3770.8508,-869.9154,892.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,300,M,5,5,test_rev,700,83,0.1186,1.5558,-21.4303,129.1351,31.5558,1.0123,0.0000,0.0241,0.9759,0.0000,-4214.4054,-549.1328,705.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,300,M,10,10,test_fwd,907,89,0.0981,19.5623,-35.1121,1741.0406,59.4162,1.1086,0.0112,0.0225,0.9663,0.0000,-4298.3508,-879.9154,882.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,300,M,10,10,test_rev,700,83,0.1186,-8.4442,-31.4303,-700.8649,31.5558,0.9360,0.0000,0.0241,0.9759,0.0000,-4574.4054,-559.1328,695.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,300,T,0,0,test_fwd,907,89,0.0981,39.4162,-15.1121,3508.0406,59.4162,1.2333,0.0112,0.0225,0.9663,0.0000,-3286.6533,-859.9154,902.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,300,T,0,0,test_rev,700,83,0.1186,11.5558,-11.4303,959.1351,31.5558,1.0956,0.0000,0.0241,0.9759,0.0000,-3854.4054,-539.1328,715.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,300,T,5,5,test_fwd,907,89,0.0981,29.4162,-25.1121,2618.0406,59.4162,1.1686,0.0112,0.0225,0.9663,0.0000,-3781.3508,-869.9154,892.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,300,T,5,5,test_rev,700,83,0.1186,1.5558,-21.4303,129.1351,31.5558,1.0123,0.0000,0.0241,0.9759,0.0000,-4214.4054,-549.1328,705.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,1.5000,300,T,10,10,test_fwd,907,89,0.0981,19.4162,-35.1121,1728.0406,59.4162,1.1077,0.0112,0.0225,0.9663,0.0000,-4311.3508,-879.9154,882.5390,2,4,821.1461,595.5169,-280.7912,440.3591
0.8000,4,1.5000,300,T,10,10,test_rev,700,83,0.1186,-8.4442,-31.4303,-700.8649,31.5558,0.9360,0.0000,0.0241,0.9759,0.0000,-4574.4054,-559.1328,695.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,4,2.0000,0,M,0,0,test_fwd,907,89,0.0981,37.8262,-15.1121,3366.5281,57.7363,1.2217,0.0112,0.0000,0.9888,0.0000,-3409.2916,-876.0400,902.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,0,M,0,0,test_rev,700,83,0.1186,8.9668,-11.4303,744.2414,28.9668,1.0726,0.0000,0.0120,0.9880,0.0000,-4069.2991,-539.1328,715.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,0,M,5,5,test_fwd,907,89,0.0981,27.8542,-25.1121,2479.0281,57.7363,1.1581,0.0112,0.0000,0.9888,0.0000,-3893.4891,-886.0400,892.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,0,M,5,5,test_rev,700,83,0.1186,-1.0332,-21.4303,-85.7586,28.9668,0.9920,0.0000,0.0120,0.9880,0.0000,-4429.2991,-549.1328,705.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,0,M,10,10,test_fwd,907,89,0.0981,17.8823,-35.1121,1591.5281,57.7363,1.0983,0.0112,0.0000,0.9888,0.0000,-4420.9891,-896.0400,882.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,0,M,10,10,test_rev,700,83,0.1186,-11.0332,-31.4303,-915.7586,28.9668,0.9179,0.0000,0.0120,0.9880,0.0000,-4789.2991,-559.1328,695.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,0,T,0,0,test_fwd,907,89,0.0981,37.7363,-15.1121,3358.5281,57.7363,1.2212,0.0112,0.0000,0.9888,0.0000,-3409.2916,-876.0400,902.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,0,T,0,0,test_rev,700,83,0.1186,8.9668,-11.4303,744.2414,28.9668,1.0726,0.0000,0.0120,0.9880,0.0000,-4069.2991,-539.1328,715.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,0,T,5,5,test_fwd,907,89,0.0981,27.7363,-25.1121,2468.5281,57.7363,1.1575,0.0112,0.0000,0.9888,0.0000,-3903.9891,-886.0400,892.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,0,T,5,5,test_rev,700,83,0.1186,-1.0332,-21.4303,-85.7586,28.9668,0.9920,0.0000,0.0120,0.9880,0.0000,-4429.2991,-549.1328,705.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,0,T,10,10,test_fwd,907,89,0.0981,17.7363,-35.1121,1578.5281,57.7363,1.0975,0.0112,0.0000,0.9888,0.0000,-4433.9891,-896.0400,882.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,0,T,10,10,test_rev,700,83,0.1186,-11.0332,-31.4303,-915.7586,28.9668,0.9179,0.0000,0.0120,0.9880,0.0000,-4789.2991,-559.1328,695.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,60,M,0,0,test_fwd,907,89,0.0981,37.8262,-15.1121,3366.5281,57.7363,1.2217,0.0112,0.0000,0.9888,0.0000,-3409.2916,-876.0400,902.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,60,M,0,0,test_rev,700,83,0.1186,8.9668,-11.4303,744.2414,28.9668,1.0726,0.0000,0.0120,0.9880,0.0000,-4069.2991,-539.1328,715.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,60,M,5,5,test_fwd,907,89,0.0981,27.8542,-25.1121,2479.0281,57.7363,1.1581,0.0112,0.0000,0.9888,0.0000,-3893.4891,-886.0400,892.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,60,M,5,5,test_rev,700,83,0.1186,-1.0332,-21.4303,-85.7586,28.9668,0.9920,0.0000,0.0120,0.9880,0.0000,-4429.2991,-549.1328,705.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,60,M,10,10,test_fwd,907,89,0.0981,17.8823,-35.1121,1591.5281,57.7363,1.0983,0.0112,0.0000,0.9888,0.0000,-4420.9891,-896.0400,882.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,60,M,10,10,test_rev,700,83,0.1186,-11.0332,-31.4303,-915.7586,28.9668,0.9179,0.0000,0.0120,0.9880,0.0000,-4789.2991,-559.1328,695.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,60,T,0,0,test_fwd,907,89,0.0981,37.7363,-15.1121,3358.5281,57.7363,1.2212,0.0112,0.0000,0.9888,0.0000,-3409.2916,-876.0400,902.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,60,T,0,0,test_rev,700,83,0.1186,8.9668,-11.4303,744.2414,28.9668,1.0726,0.0000,0.0120,0.9880,0.0000,-4069.2991,-539.1328,715.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,60,T,5,5,test_fwd,907,89,0.0981,27.7363,-25.1121,2468.5281,57.7363,1.1575,0.0112,0.0000,0.9888,0.0000,-3903.9891,-886.0400,892.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,60,T,5,5,test_rev,700,83,0.1186,-1.0332,-21.4303,-85.7586,28.9668,0.9920,0.0000,0.0120,0.9880,0.0000,-4429.2991,-549.1328,705.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,60,T,10,10,test_fwd,907,89,0.0981,17.7363,-35.1121,1578.5281,57.7363,1.0975,0.0112,0.0000,0.9888,0.0000,-4433.9891,-896.0400,882.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,60,T,10,10,test_rev,700,83,0.1186,-11.0332,-31.4303,-915.7586,28.9668,0.9179,0.0000,0.0120,0.9880,0.0000,-4789.2991,-559.1328,695.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,300,M,0,0,test_fwd,907,89,0.0981,37.8262,-15.1121,3366.5281,57.7363,1.2217,0.0112,0.0000,0.9888,0.0000,-3409.2916,-876.0400,902.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,300,M,0,0,test_rev,700,83,0.1186,8.9668,-11.4303,744.2414,28.9668,1.0726,0.0000,0.0120,0.9880,0.0000,-4069.2991,-539.1328,715.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,300,M,5,5,test_fwd,907,89,0.0981,27.8542,-25.1121,2479.0281,57.7363,1.1581,0.0112,0.0000,0.9888,0.0000,-3893.4891,-886.0400,892.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,300,M,5,5,test_rev,700,83,0.1186,-1.0332,-21.4303,-85.7586,28.9668,0.9920,0.0000,0.0120,0.9880,0.0000,-4429.2991,-549.1328,705.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,300,M,10,10,test_fwd,907,89,0.0981,17.8823,-35.1121,1591.5281,57.7363,1.0983,0.0112,0.0000,0.9888,0.0000,-4420.9891,-896.0400,882.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,300,M,10,10,test_rev,700,83,0.1186,-11.0332,-31.4303,-915.7586,28.9668,0.9179,0.0000,0.0120,0.9880,0.0000,-4789.2991,-559.1328,695.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,300,T,0,0,test_fwd,907,89,0.0981,37.7363,-15.1121,3358.5281,57.7363,1.2212,0.0112,0.0000,0.9888,0.0000,-3409.2916,-876.0400,902.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,300,T,0,0,test_rev,700,83,0.1186,8.9668,-11.4303,744.2414,28.9668,1.0726,0.0000,0.0120,0.9880,0.0000,-4069.2991,-539.1328,715.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,300,T,5,5,test_fwd,907,89,0.0981,27.7363,-25.1121,2468.5281,57.7363,1.1575,0.0112,0.0000,0.9888,0.0000,-3903.9891,-886.0400,892.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,300,T,5,5,test_rev,700,83,0.1186,-1.0332,-21.4303,-85.7586,28.9668,0.9920,0.0000,0.0120,0.9880,0.0000,-4429.2991,-549.1328,705.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.0000,300,T,10,10,test_fwd,907,89,0.0981,17.7363,-35.1121,1578.5281,57.7363,1.0975,0.0112,0.0000,0.9888,0.0000,-4433.9891,-896.0400,882.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.0000,300,T,10,10,test_rev,700,83,0.1186,-11.0332,-31.4303,-915.7586,28.9668,0.9179,0.0000,0.0120,0.9880,0.0000,-4789.2991,-559.1328,695.4813,1,4,890.4940,539.2771,-236.6120,390.4863
0.8000,4,2.5000,0,M,0,0,test_fwd,907,89,0.0981,37.8262,-15.1121,3366.5281,57.7363,1.2217,0.0112,0.0000,0.9888,0.0000,-3409.2916,-876.0400,902.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,0,M,0,0,test_rev,700,83,0.1186,10.4147,-11.4303,864.4202,30.4147,1.0853,0.0000,0.0000,1.0000,0.0000,-3949.1204,-539.1328,715.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,0,M,5,5,test_fwd,907,89,0.0981,27.8542,-25.1121,2479.0281,57.7363,1.1581,0.0112,0.0000,0.9888,0.0000,-3893.4891,-886.0400,892.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,0,M,5,5,test_rev,700,83,0.1186,0.4147,-21.4303,34.4202,30.4147,1.0033,0.0000,0.0000,1.0000,0.0000,-4309.1204,-549.1328,705.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,0,M,10,10,test_fwd,907,89,0.0981,17.8823,-35.1121,1591.5281,57.7363,1.0983,0.0112,0.0000,0.9888,0.0000,-4420.9891,-896.0400,882.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,0,M,10,10,test_rev,700,83,0.1186,-9.5853,-31.4303,-795.5798,30.4147,0.9279,0.0000,0.0000,1.0000,0.0000,-4669.1204,-559.1328,695.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,0,T,0,0,test_fwd,907,89,0.0981,37.7363,-15.1121,3358.5281,57.7363,1.2212,0.0112,0.0000,0.9888,0.0000,-3409.2916,-876.0400,902.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,0,T,0,0,test_rev,700,83,0.1186,10.4147,-11.4303,864.4202,30.4147,1.0853,0.0000,0.0000,1.0000,0.0000,-3949.1204,-539.1328,715.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,0,T,5,5,test_fwd,907,89,0.0981,27.7363,-25.1121,2468.5281,57.7363,1.1575,0.0112,0.0000,0.9888,0.0000,-3903.9891,-886.0400,892.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,0,T,5,5,test_rev,700,83,0.1186,0.4147,-21.4303,34.4202,30.4147,1.0033,0.0000,0.0000,1.0000,0.0000,-4309.1204,-549.1328,705.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,0,T,10,10,test_fwd,907,89,0.0981,17.7363,-35.1121,1578.5281,57.7363,1.0975,0.0112,0.0000,0.9888,0.0000,-4433.9891,-896.0400,882.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,0,T,10,10,test_rev,700,83,0.1186,-9.5853,-31.4303,-795.5798,30.4147,0.9279,0.0000,0.0000,1.0000,0.0000,-4669.1204,-559.1328,695.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,60,M,0,0,test_fwd,907,89,0.0981,37.8262,-15.1121,3366.5281,57.7363,1.2217,0.0112,0.0000,0.9888,0.0000,-3409.2916,-876.0400,902.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,60,M,0,0,test_rev,700,83,0.1186,10.4147,-11.4303,864.4202,30.4147,1.0853,0.0000,0.0000,1.0000,0.0000,-3949.1204,-539.1328,715.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,60,M,5,5,test_fwd,907,89,0.0981,27.8542,-25.1121,2479.0281,57.7363,1.1581,0.0112,0.0000,0.9888,0.0000,-3893.4891,-886.0400,892.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,60,M,5,5,test_rev,700,83,0.1186,0.4147,-21.4303,34.4202,30.4147,1.0033,0.0000,0.0000,1.0000,0.0000,-4309.1204,-549.1328,705.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,60,M,10,10,test_fwd,907,89,0.0981,17.8823,-35.1121,1591.5281,57.7363,1.0983,0.0112,0.0000,0.9888,0.0000,-4420.9891,-896.0400,882.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,60,M,10,10,test_rev,700,83,0.1186,-9.5853,-31.4303,-795.5798,30.4147,0.9279,0.0000,0.0000,1.0000,0.0000,-4669.1204,-559.1328,695.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,60,T,0,0,test_fwd,907,89,0.0981,37.7363,-15.1121,3358.5281,57.7363,1.2212,0.0112,0.0000,0.9888,0.0000,-3409.2916,-876.0400,902.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,60,T,0,0,test_rev,700,83,0.1186,10.4147,-11.4303,864.4202,30.4147,1.0853,0.0000,0.0000,1.0000,0.0000,-3949.1204,-539.1328,715.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,60,T,5,5,test_fwd,907,89,0.0981,27.7363,-25.1121,2468.5281,57.7363,1.1575,0.0112,0.0000,0.9888,0.0000,-3903.9891,-886.0400,892.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,60,T,5,5,test_rev,700,83,0.1186,0.4147,-21.4303,34.4202,30.4147,1.0033,0.0000,0.0000,1.0000,0.0000,-4309.1204,-549.1328,705.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,60,T,10,10,test_fwd,907,89,0.0981,17.7363,-35.1121,1578.5281,57.7363,1.0975,0.0112,0.0000,0.9888,0.0000,-4433.9891,-896.0400,882.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,60,T,10,10,test_rev,700,83,0.1186,-9.5853,-31.4303,-795.5798,30.4147,0.9279,0.0000,0.0000,1.0000,0.0000,-4669.1204,-559.1328,695.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,300,M,0,0,test_fwd,907,89,0.0981,37.8262,-15.1121,3366.5281,57.7363,1.2217,0.0112,0.0000,0.9888,0.0000,-3409.2916,-876.0400,902.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,300,M,0,0,test_rev,700,83,0.1186,10.4147,-11.4303,864.4202,30.4147,1.0853,0.0000,0.0000,1.0000,0.0000,-3949.1204,-539.1328,715.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,300,M,5,5,test_fwd,907,89,0.0981,27.8542,-25.1121,2479.0281,57.7363,1.1581,0.0112,0.0000,0.9888,0.0000,-3893.4891,-886.0400,892.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,300,M,5,5,test_rev,700,83,0.1186,0.4147,-21.4303,34.4202,30.4147,1.0033,0.0000,0.0000,1.0000,0.0000,-4309.1204,-549.1328,705.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,300,M,10,10,test_fwd,907,89,0.0981,17.8823,-35.1121,1591.5281,57.7363,1.0983,0.0112,0.0000,0.9888,0.0000,-4420.9891,-896.0400,882.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,300,M,10,10,test_rev,700,83,0.1186,-9.5853,-31.4303,-795.5798,30.4147,0.9279,0.0000,0.0000,1.0000,0.0000,-4669.1204,-559.1328,695.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,300,T,0,0,test_fwd,907,89,0.0981,37.7363,-15.1121,3358.5281,57.7363,1.2212,0.0112,0.0000,0.9888,0.0000,-3409.2916,-876.0400,902.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,300,T,0,0,test_rev,700,83,0.1186,10.4147,-11.4303,864.4202,30.4147,1.0853,0.0000,0.0000,1.0000,0.0000,-3949.1204,-539.1328,715.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,300,T,5,5,test_fwd,907,89,0.0981,27.7363,-25.1121,2468.5281,57.7363,1.1575,0.0112,0.0000,0.9888,0.0000,-3903.9891,-886.0400,892.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,300,T,5,5,test_rev,700,83,0.1186,0.4147,-21.4303,34.4202,30.4147,1.0033,0.0000,0.0000,1.0000,0.0000,-4309.1204,-549.1328,705.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,4,2.5000,300,T,10,10,test_fwd,907,89,0.0981,17.7363,-35.1121,1578.5281,57.7363,1.0975,0.0112,0.0000,0.9888,0.0000,-4433.9891,-896.0400,882.5390,2,4,821.1461,602.2584,-283.9353,440.3591
0.8000,4,2.5000,300,T,10,10,test_rev,700,83,0.1186,-9.5853,-31.4303,-795.5798,30.4147,0.9279,0.0000,0.0000,1.0000,0.0000,-4669.1204,-559.1328,695.4813,1,4,890.4940,549.5060,-236.7045,390.4863
0.8000,5,1.5000,0,M,0,0,test_fwd,907,89,0.0981,31.4937,-15.1121,2802.9424,51.4937,1.1864,0.0000,0.0225,0.9775,0.0000,-3956.4490,-859.9154,902.5390,2,4,821.1461,604.2135,-280.7912,444.6469
0.8000,5,1.5000,0,M,0,0,test_rev,700,83,0.1186,11.5558,-11.4303,959.1351,31.5558,1.0956,0.0000,0.0241,0.9759,0.0000,-3854.4054,-539.1328,715.4813,1,4,890.4940,538.3133,-233.6422,390.4863
0.8000,5,1.5000,0,M,5,5,test_fwd,907,89,0.0981,21.4937,-25.1121,1912.9424,51.4937,1.1232,0.0000,0.0225,0.9775,0.0000,-4486.4490,-869.9154,892.5390,2,4,821.1461,604.2135,-280.7912,444.6469
