state,target,real_uplift,shuffle_mean,shuffle_std,shuffle_p95,shuffle_p99,real_exceeds_p99,symbol
S09_stall_fund,big_B_24h,2.746713945099957,1.7438581647001283,0.37838740838743185,2.288928287583298,2.5956446781194584,1.0,AUCTIONUSDT
S10_thin_move,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,AUCTIONUSDT
S10_thin_move,big_B_24h,0.5120992101033819,0.6257852347463326,0.1913394052138777,0.9388485518562001,1.1095482885573273,0.0,AUCTIONUSDT
S06_compress_vol,big_A_k3.0_24h,,,,,,,AVNTUSDT
S06_compress_vol,big_B_24h,,,,,,,AVNTUSDT
S07_compress_oi,big_A_k3.0_24h,,,,,,,AVNTUSDT
S07_compress_oi,big_B_24h,,,,,,,AVNTUSDT
S01_fund_high,big_A_k3.0_24h,,,,,,,AVNTUSDT
S01_fund_high,big_B_24h,,,,,,,AVNTUSDT
S03_oi_surge,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,AVNTUSDT
S03_oi_surge,big_B_24h,0.9674418604651162,1.0994976744186045,0.12481119095531339,1.316795865633075,1.3974160206718345,0.0,AVNTUSDT
S09_stall_fund,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,AVNTUSDT
S09_stall_fund,big_B_24h,1.065588136164476,0.9230236602628917,0.16016981258862314,1.1777553083923153,1.2899224806201548,0.0,AVNTUSDT
S10_thin_move,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,AVNTUSDT
S10_thin_move,big_B_24h,0.8471132708550271,0.9890817540205945,0.08781817351300361,1.135901885919241,1.1938521346754596,0.0,AVNTUSDT
S06_compress_vol,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,BANUSDT
S06_compress_vol,big_B_24h,1.404229537520556,1.44851677678082,0.05312668111921552,1.5122471942529068,1.5122471942529068,0.0,BANUSDT
S07_compress_oi,big_A_k3.0_24h,,,,,,,BANUSDT
S07_compress_oi,big_B_24h,,,,,,,BANUSDT
S01_fund_high,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,BANUSDT
S01_fund_high,big_B_24h,0.17252820172528202,0.6608520238885203,0.10881536276135914,0.8281353682813536,0.8971466489714665,0.0,BANUSDT
S03_oi_surge,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,BANUSDT
S03_oi_surge,big_B_24h,0.8216146173500045,1.2036067276593745,0.06651100070886878,1.3106709372011973,1.3694555068473109,0.0,BANUSDT
S09_stall_fund,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,BANUSDT
S09_stall_fund,big_B_24h,0.9937624419376244,1.286425481088255,0.12539741582113187,1.4906436629064366,1.5734571997345719,0.0,BANUSDT
S10_thin_move,big_A_k3.0_24h,0.0,0.0,0.0,0.0,0.0,0.0,BANUSDT
